a,b,mean
8.02E-01,8.47E-01,3.192288262
8.11E-01,8.87E-01,3.334137061
8.11E-01,8.87E-01,3.334137061
8.29E-01,8.87E-01,3.395522947
8.42E-01,8.87E-01,3.44176613
8.42E-01,8.87E-01,3.44176613
8.39E-01,8.32E-01,3.272586985
8.39E-01,8.62E-01,3.357260359
8.39E-01,8.62E-01,3.357260359
8.30E-01,8.91E-01,3.41276411
8.57E-01,8.91E-01,3.50538147
8.48E-01,8.91E-01,3.47525484
8.48E-01,8.90E-01,3.470486639
8.48E-01,8.90E-01,3.470486639
8.48E-01,8.90E-01,3.470486639
8.48E-01,8.90E-01,3.467825644
8.48E-01,8.90E-01,3.467825644
8.48E-01,8.90E-01,3.467825644
8.48E-01,8.90E-01,3.467825644
8.26E-01,8.66E-01,3.324588398
8.45E-01,8.51E-01,3.341465325
8.45E-01,8.51E-01,3.341465325
8.40E-01,8.51E-01,3.325791783
8.40E-01,8.51E-01,3.325791783
8.45E-01,8.51E-01,3.341012928
8.45E-01,8.51E-01,3.341012928
8.48E-01,8.22E-01,3.271379164
8.48E-01,8.22E-01,3.271379164
8.48E-01,8.22E-01,3.271379164
8.59E-01,8.22E-01,3.310081944
8.62E-01,8.07E-01,3.280402444
8.62E-01,8.07E-01,3.280656186
8.31E-01,8.07E-01,3.179692313
8.31E-01,8.07E-01,3.179692313
8.62E-01,8.07E-01,3.280323991
8.62E-01,8.07E-01,3.280323991
8.62E-01,8.17E-01,3.307486188
8.62E-01,8.41E-01,3.372676035
8.64E-01,8.41E-01,3.379673999
8.64E-01,8.41E-01,3.379673999
8.46E-01,9.04E-01,3.507350671
8.59E-01,9.04E-01,3.554328344
8.51E-01,9.04E-01,3.524976709
8.51E-01,8.75E-01,3.433817729
8.51E-01,8.75E-01,3.433817729
8.45E-01,8.61E-01,3.373391504
8.15E-01,8.52E-01,3.249416474
8.38E-01,8.52E-01,3.322359484
8.27E-01,8.04E-01,3.157849104
8.30E-01,8.04E-01,3.168474385
8.30E-01,8.04E-01,3.168474385
8.30E-01,8.55E-01,3.305217151
8.30E-01,8.27E-01,3.229615321
8.31E-01,8.83E-01,3.387249451
8.44E-01,8.81E-01,3.431027747
8.44E-01,8.81E-01,3.431027747
8.63E-01,8.81E-01,3.495009955
8.41E-01,8.81E-01,3.420813072
8.63E-01,8.81E-01,3.495251979
8.66E-01,8.81E-01,3.505104183
8.66E-01,8.81E-01,3.505104183
8.56E-01,8.81E-01,3.472691557
8.37E-01,8.81E-01,3.406389106
8.07E-01,8.69E-01,3.26951952
7.86E-01,8.83E-01,3.241687696
7.84E-01,8.63E-01,3.176342651
7.84E-01,8.63E-01,3.176342651
7.84E-01,8.63E-01,3.176342651
7.84E-01,8.63E-01,3.176342651
7.88E-01,8.57E-01,3.172910918
7.88E-01,8.30E-01,3.101350305
7.88E-01,8.33E-01,3.110788115
7.88E-01,8.28E-01,3.098041712
7.88E-01,8.28E-01,3.098041712
7.84E-01,8.57E-01,3.162127499
7.84E-01,8.36E-01,3.107870909
7.82E-01,8.36E-01,3.100034879
7.82E-01,8.36E-01,3.100034879
7.92E-01,8.36E-01,3.13250161
7.85E-01,8.36E-01,3.11138912
7.85E-01,8.36E-01,3.11138912
7.85E-01,8.36E-01,3.11138912
7.85E-01,8.69E-01,3.198021753
7.85E-01,8.69E-01,3.198021753
7.85E-01,8.69E-01,3.198021753
7.85E-01,8.69E-01,3.198021753
7.86E-01,8.69E-01,3.200329804
7.86E-01,8.69E-01,3.200329804
7.86E-01,8.79E-01,3.228726312
7.87E-01,8.79E-01,3.232377886
7.87E-01,8.79E-01,3.232377886
7.87E-01,8.79E-01,3.233799659
7.87E-01,8.79E-01,3.233799659
7.87E-01,8.79E-01,3.233799659
7.87E-01,8.79E-01,3.234009005
7.87E-01,8.79E-01,3.234009005
7.87E-01,8.79E-01,3.234009005
7.87E-01,8.79E-01,3.234009005
7.87E-01,8.79E-01,3.234009005
7.87E-01,8.70E-01,3.206944366
7.74E-01,8.70E-01,3.164193965
7.74E-01,8.70E-01,3.164193965
7.74E-01,8.70E-01,3.164193965
7.74E-01,8.77E-01,3.184404631
7.74E-01,8.73E-01,3.174119786
7.98E-01,8.73E-01,3.252726859
7.98E-01,8.78E-01,3.266761094
7.91E-01,8.79E-01,3.24327992
7.91E-01,8.73E-01,3.22813844
7.91E-01,8.35E-01,3.122937689
7.91E-01,8.35E-01,3.122937689
8.06E-01,8.35E-01,3.170667865
8.06E-01,8.35E-01,3.170667865
8.06E-01,8.35E-01,3.170667865
8.06E-01,8.35E-01,3.170667865
7.94E-01,8.35E-01,3.134074383
7.94E-01,8.35E-01,3.134074383
7.94E-01,8.35E-01,3.134074383
7.94E-01,8.35E-01,3.134074383
7.94E-01,8.35E-01,3.134074383
7.94E-01,8.35E-01,3.134074383
7.94E-01,8.35E-01,3.134074383
7.94E-01,8.35E-01,3.134074383
7.94E-01,8.35E-01,3.134074383
7.94E-01,8.35E-01,3.134074383
7.94E-01,8.35E-01,3.134074383
7.94E-01,8.35E-01,3.134074383
7.94E-01,8.35E-01,3.134074383
7.94E-01,8.35E-01,3.134074383
7.94E-01,8.35E-01,3.134074383
7.94E-01,8.35E-01,3.134074383
7.94E-01,8.34E-01,3.133788082
7.92E-01,8.34E-01,3.128445168
7.92E-01,8.34E-01,3.128445168
7.92E-01,8.47E-01,3.162524229
7.92E-01,8.47E-01,3.162524229
7.92E-01,8.47E-01,3.162524229
7.86E-01,8.47E-01,3.143078599
7.86E-01,8.47E-01,3.143078599
7.86E-01,8.29E-01,3.09577783
7.86E-01,8.29E-01,3.09577783
7.86E-01,8.29E-01,3.09577783
7.82E-01,8.29E-01,3.083885599
7.82E-01,8.26E-01,3.076754609
7.82E-01,8.53E-01,3.147065328
7.82E-01,8.53E-01,3.147065328
7.82E-01,8.53E-01,3.147065328
7.82E-01,8.53E-01,3.147065328
7.86E-01,8.53E-01,3.156990677
7.86E-01,8.53E-01,3.156990677
7.82E-01,8.53E-01,3.144612901
7.79E-01,8.53E-01,3.13799654
7.77E-01,8.64E-01,3.157854236
7.77E-01,8.64E-01,3.157854236
7.77E-01,8.64E-01,3.157854236
7.77E-01,8.64E-01,3.157854236
7.77E-01,8.51E-01,3.122891453
7.77E-01,8.51E-01,3.122891453
7.77E-01,8.35E-01,3.08175072
7.77E-01,8.35E-01,3.08175072
7.77E-01,8.32E-01,3.074123209
7.77E-01,8.32E-01,3.074123209
7.73E-01,8.32E-01,3.062672673
7.73E-01,8.32E-01,3.062672673
7.73E-01,8.32E-01,3.062672673
7.65E-01,8.66E-01,3.127253382
7.64E-01,9.09E-01,3.245552344
7.55E-01,8.85E-01,3.145296969
7.55E-01,8.45E-01,3.03997493
7.66E-01,8.45E-01,3.075272569
7.66E-01,8.79E-01,3.16679492
7.66E-01,8.79E-01,3.16679492
7.66E-01,8.79E-01,3.16679492
7.66E-01,8.79E-01,3.16679492
7.66E-01,8.79E-01,3.16679492
7.66E-01,8.44E-01,3.072769503
7.66E-01,8.44E-01,3.072769503
7.68E-01,8.44E-01,3.07732825
7.68E-01,8.44E-01,3.07732825
7.68E-01,8.44E-01,3.07732825
7.68E-01,8.66E-01,3.135408215
7.80E-01,8.66E-01,3.175380259
7.76E-01,8.66E-01,3.160381382
7.77E-01,8.66E-01,3.164858848
7.77E-01,8.66E-01,3.164858848
7.77E-01,8.66E-01,3.164858848
7.77E-01,8.66E-01,3.164858848
7.64E-01,8.50E-01,3.080934262
7.64E-01,8.56E-01,3.095076324
7.64E-01,8.62E-01,3.110747198
7.64E-01,8.62E-01,3.110747198
7.64E-01,8.62E-01,3.110747198
7.64E-01,8.62E-01,3.110854422
7.64E-01,8.62E-01,3.110854422
7.64E-01,8.62E-01,3.110854422
7.64E-01,8.62E-01,3.110854422
7.70E-01,8.80E-01,3.180284837
7.70E-01,8.80E-01,3.180284837
7.70E-01,8.80E-01,3.180284837
7.70E-01,8.80E-01,3.180284837
7.57E-01,8.80E-01,3.140061011
7.56E-01,8.80E-01,3.137833483
7.56E-01,8.78E-01,3.131651639
7.56E-01,8.78E-01,3.131651639
7.56E-01,8.78E-01,3.131651639
7.56E-01,8.78E-01,3.131651639
7.56E-01,8.41E-01,3.034647097
7.53E-01,8.40E-01,3.021447351
7.53E-01,7.78E-01,2.873635977
7.53E-01,7.91E-01,2.904157279
7.53E-01,7.91E-01,2.904157279
7.53E-01,7.91E-01,2.904157279
7.53E-01,8.13E-01,2.956218462
7.53E-01,8.26E-01,2.988531888
7.53E-01,8.26E-01,2.988531888
7.53E-01,8.26E-01,2.988531888
7.67E-01,8.26E-01,3.031234986
7.67E-01,8.40E-01,3.065710552
7.67E-01,8.40E-01,3.065710552
7.67E-01,8.40E-01,3.065710552
7.67E-01,8.40E-01,3.065710552
7.67E-01,8.40E-01,3.065710552
7.67E-01,8.40E-01,3.065710552
7.67E-01,8.40E-01,3.065710552
7.67E-01,8.40E-01,3.065710552
7.71E-01,8.25E-01,3.037772315
7.71E-01,8.63E-01,3.136804396
7.94E-01,8.63E-01,3.209456081
8.00E-01,8.84E-01,3.288088656
8.00E-01,8.78E-01,3.270958295
7.95E-01,8.78E-01,3.256366042
7.95E-01,8.78E-01,3.256366042
7.95E-01,8.78E-01,3.256366042
7.95E-01,8.78E-01,3.256366042
7.95E-01,8.78E-01,3.256366042
7.95E-01,8.78E-01,3.256366042
7.95E-01,8.69E-01,3.23141003
7.97E-01,8.69E-01,3.23657598
7.97E-01,8.60E-01,3.212663397
7.97E-01,8.60E-01,3.212663397
7.96E-01,8.60E-01,3.20965033
7.96E-01,8.62E-01,3.215012302
7.96E-01,8.53E-01,3.190231755
7.96E-01,8.53E-01,3.190231755
7.96E-01,8.53E-01,3.190231755
7.96E-01,8.53E-01,3.190231755
7.96E-01,8.63E-01,3.216587181
7.96E-01,8.63E-01,3.216587181
7.96E-01,8.63E-01,3.216587181
7.96E-01,8.63E-01,3.216587181
8.02E-01,8.63E-01,3.237296114
8.02E-01,8.63E-01,3.237296114
8.02E-01,8.63E-01,3.237296114
8.02E-01,8.77E-01,3.277594465
8.02E-01,8.58E-01,3.222429594
8.03E-01,8.77E-01,3.279051405
7.86E-01,8.50E-01,3.149153079
7.79E-01,8.28E-01,3.07009931
7.79E-01,8.28E-01,3.07009931
7.79E-01,8.49E-01,3.123384959
7.79E-01,8.49E-01,3.123384959
7.79E-01,8.49E-01,3.123384959
7.79E-01,8.81E-01,3.210933192
7.89E-01,8.97E-01,3.290949313
8.12E-01,8.97E-01,3.368150178
8.12E-01,8.97E-01,3.368150178
8.06E-01,9.11E-01,3.389930984
8.04E-01,8.74E-01,3.275353243
8.04E-01,8.74E-01,3.275353243
8.30E-01,8.74E-01,3.359277327
8.30E-01,8.74E-01,3.359277327
8.19E-01,8.63E-01,3.291026578
8.19E-01,8.63E-01,3.291026578
8.19E-01,8.68E-01,3.304688098
8.19E-01,8.68E-01,3.304688098
8.19E-01,8.68E-01,3.304688098
8.25E-01,8.68E-01,3.324219252
8.25E-01,8.68E-01,3.324219252
8.16E-01,8.68E-01,3.294389286
8.16E-01,8.68E-01,3.294389286
8.16E-01,8.30E-01,3.191935683
8.17E-01,8.30E-01,3.196944669
8.17E-01,8.30E-01,3.196944669
8.17E-01,8.30E-01,3.196944669
8.17E-01,8.30E-01,3.196944669
8.17E-01,8.30E-01,3.196944669
7.98E-01,8.30E-01,3.135178063
8.03E-01,8.30E-01,3.151426113
7.99E-01,8.30E-01,3.139618642
7.99E-01,8.49E-01,3.187767027
7.99E-01,8.73E-01,3.254707326
7.97E-01,8.68E-01,3.2341437
7.97E-01,8.49E-01,3.181879348
8.10E-01,8.49E-01,3.222598141
8.10E-01,8.49E-01,3.222598141
8.20E-01,8.76E-01,3.332205279
8.20E-01,8.67E-01,3.306166208
8.21E-01,8.67E-01,3.308894795
8.21E-01,8.66E-01,3.306175317
8.21E-01,8.66E-01,3.306175317
8.28E-01,8.66E-01,3.330261346
8.41E-01,8.66E-01,3.373644477
8.38E-01,8.66E-01,3.362107889
8.23E-01,8.66E-01,3.313897205
8.23E-01,8.23E-01,3.195913451
8.23E-01,8.23E-01,3.195913451
8.23E-01,8.23E-01,3.195913451
8.23E-01,8.22E-01,3.193351593
8.23E-01,8.22E-01,3.193351593
8.29E-01,8.41E-01,3.262124032
8.29E-01,8.49E-01,3.282880275
8.29E-01,8.52E-01,3.29170096
8.29E-01,8.52E-01,3.29170096
8.29E-01,8.52E-01,3.29170096
8.29E-01,8.52E-01,3.29170096
8.29E-01,8.52E-01,3.29170096
8.29E-01,8.52E-01,3.29170096
8.29E-01,8.75E-01,3.357235932
8.29E-01,8.75E-01,3.357235932
8.29E-01,8.75E-01,3.357235932
7.96E-01,8.74E-01,3.248534077
7.96E-01,8.29E-01,3.12613183
7.96E-01,8.29E-01,3.12613183
7.79E-01,8.29E-01,3.073797194
7.91E-01,8.29E-01,3.110516714
7.91E-01,8.29E-01,3.110516714
7.98E-01,8.29E-01,3.133184274
7.86E-01,8.24E-01,3.079898967
7.86E-01,8.24E-01,3.079898967
7.77E-01,8.24E-01,3.05198985
7.78E-01,8.24E-01,3.057110509
7.71E-01,8.24E-01,3.033727273
7.71E-01,8.42E-01,3.080783049
7.71E-01,8.17E-01,3.018652831
7.69E-01,8.46E-01,3.086547347
7.73E-01,8.48E-01,3.103129597
7.66E-01,8.48E-01,3.082317138
7.66E-01,8.48E-01,3.082317138
7.66E-01,8.66E-01,3.130261181
7.66E-01,8.66E-01,3.129749594
7.66E-01,8.66E-01,3.129749594
7.66E-01,8.64E-01,3.12389029
7.66E-01,8.64E-01,3.12389029
7.66E-01,8.97E-01,3.216481211
7.66E-01,9.05E-01,3.241215076
7.66E-01,8.87E-01,3.187713616
7.67E-01,8.82E-01,3.17682188
7.76E-01,8.82E-01,3.206510064
7.76E-01,8.82E-01,3.206510064
7.76E-01,8.69E-01,3.168166893
7.76E-01,8.69E-01,3.168166893
7.76E-01,8.51E-01,3.121633417
7.76E-01,8.51E-01,3.121633417
7.76E-01,8.51E-01,3.121633417
7.76E-01,8.41E-01,3.093653597
7.69E-01,8.21E-01,3.022013643
7.66E-01,8.21E-01,3.013437423
7.66E-01,8.21E-01,3.013437423
7.66E-01,8.21E-01,3.013437423
7.66E-01,8.21E-01,3.013437423
7.66E-01,8.21E-01,3.013437423
7.66E-01,8.21E-01,3.013437423
7.66E-01,8.21E-01,3.013437423
7.63E-01,8.21E-01,3.003299592
7.63E-01,8.42E-01,3.057544182
7.63E-01,8.38E-01,3.047062842
7.49E-01,8.40E-01,3.009575597
7.49E-01,8.56E-01,3.049988627
7.49E-01,8.56E-01,3.049988627
7.49E-01,8.56E-01,3.049988627
7.49E-01,8.74E-01,3.096812368
7.63E-01,8.78E-01,3.151605827
7.63E-01,8.78E-01,3.151605827
7.63E-01,8.78E-01,3.151605827
7.63E-01,8.78E-01,3.151605827
7.63E-01,8.78E-01,3.151605827
7.63E-01,8.78E-01,3.151605827
7.63E-01,8.78E-01,3.151605827
7.63E-01,8.74E-01,3.140301357
7.63E-01,8.74E-01,3.140301357
7.63E-01,8.74E-01,3.140301357
7.63E-01,8.74E-01,3.140301357
7.56E-01,8.74E-01,3.11991685
7.56E-01,8.74E-01,3.11991685
7.56E-01,8.74E-01,3.11991685
7.56E-01,8.74E-01,3.11991685
7.56E-01,8.74E-01,3.11991685
7.56E-01,8.60E-01,3.082352611
7.56E-01,8.60E-01,3.082352611
7.32E-01,8.00E-01,2.862776796
7.24E-01,8.13E-01,2.869216562
7.31E-01,8.13E-01,2.890913417
7.26E-01,8.12E-01,2.872924666
7.21E-01,7.86E-01,2.799832381
7.21E-01,7.86E-01,2.799832381
7.21E-01,7.86E-01,2.799832381
7.21E-01,7.86E-01,2.799832381
7.09E-01,7.64E-01,2.721586289
7.09E-01,7.64E-01,2.721586289
6.84E-01,7.64E-01,2.655193111
7.01E-01,7.64E-01,2.700035702
7.01E-01,7.64E-01,2.700035702
7.01E-01,8.15E-01,2.810002344
7.04E-01,8.09E-01,2.804384526
7.04E-01,8.37E-01,2.871133905
7.30E-01,8.37E-01,2.947124392
7.27E-01,8.49E-01,2.966208956
7.47E-01,8.49E-01,3.025497046
7.60E-01,8.24E-01,3.004098976
7.60E-01,8.24E-01,3.004098976
7.60E-01,8.07E-01,2.96102675
7.75E-01,8.51E-01,3.118086738
7.75E-01,8.51E-01,3.118086738
7.75E-01,7.98E-01,2.985115082
7.75E-01,7.98E-01,2.985115082
7.73E-01,7.86E-01,2.948420315
7.73E-01,7.86E-01,2.948420315
7.73E-01,7.86E-01,2.948420315
7.77E-01,7.86E-01,2.962434443
7.77E-01,7.86E-01,2.962434443
7.91E-01,7.99E-01,3.035938593
7.91E-01,8.07E-01,3.055194125
7.76E-01,7.92E-01,2.972544484
7.76E-01,7.92E-01,2.972544484
7.76E-01,8.55E-01,3.131789119
7.84E-01,8.55E-01,3.155632031
7.84E-01,7.92E-01,2.996648992
7.84E-01,7.92E-01,2.996648992
7.80E-01,8.10E-01,3.030126572
7.79E-01,8.10E-01,3.025816049
7.79E-01,8.13E-01,3.032307254
7.79E-01,8.18E-01,3.046160651
7.79E-01,8.18E-01,3.046160651
7.79E-01,8.18E-01,3.046160651
7.79E-01,8.18E-01,3.046160651
7.63E-01,8.17E-01,2.994594049
7.63E-01,8.17E-01,2.994594049
7.63E-01,8.17E-01,2.994594049
7.63E-01,8.21E-01,3.006171348
7.63E-01,8.21E-01,3.006171348
7.78E-01,8.34E-01,3.08260948
7.78E-01,8.34E-01,3.08260948
7.78E-01,8.34E-01,3.082101884
7.78E-01,8.34E-01,3.083109042
7.78E-01,8.50E-01,3.124960566
7.99E-01,8.50E-01,3.189620589
7.99E-01,8.50E-01,3.189620589
7.98E-01,8.50E-01,3.186077254
7.98E-01,8.50E-01,3.186077254
7.98E-01,8.50E-01,3.186077254
7.98E-01,8.50E-01,3.186077254
7.98E-01,8.50E-01,3.186077254
7.98E-01,8.50E-01,3.186077254
7.98E-01,8.50E-01,3.186077254
7.98E-01,8.50E-01,3.186077254
7.98E-01,8.50E-01,3.186077254
7.97E-01,8.50E-01,3.185426361
8.00E-01,8.50E-01,3.196236972
8.00E-01,8.50E-01,3.196236972
8.00E-01,8.50E-01,3.196236972
8.00E-01,8.50E-01,3.196236972
8.00E-01,8.50E-01,3.196236972
7.91E-01,8.50E-01,3.167622462
7.91E-01,8.59E-01,3.191577763
7.98E-01,8.59E-01,3.211989108
7.74E-01,8.59E-01,3.135305784
7.74E-01,8.49E-01,3.106938099
7.74E-01,8.48E-01,3.10402271
7.74E-01,8.48E-01,3.10402271
7.74E-01,8.29E-01,3.057009191
7.73E-01,8.14E-01,3.017192461
7.73E-01,8.13E-01,3.014181755
7.90E-01,8.13E-01,3.068247366
7.90E-01,8.40E-01,3.136418786
7.96E-01,8.26E-01,3.116804795
7.96E-01,8.26E-01,3.116804795
7.96E-01,7.89E-01,3.026763218
7.96E-01,8.36E-01,3.144656739
7.99E-01,8.36E-01,3.153685548
8.07E-01,8.36E-01,3.180082262
8.07E-01,8.36E-01,3.180082262
8.07E-01,8.36E-01,3.180082262
8.07E-01,8.36E-01,3.180082262
8.07E-01,8.36E-01,3.180082262
8.07E-01,8.36E-01,3.178481462
8.07E-01,8.37E-01,3.18114245
8.07E-01,8.37E-01,3.18114245
7.96E-01,8.39E-01,3.151561095
7.96E-01,8.39E-01,3.151561095
7.96E-01,8.39E-01,3.151561095
7.91E-01,8.39E-01,3.135406914
7.91E-01,8.39E-01,3.135406914
7.75E-01,8.30E-01,3.065242181
7.75E-01,8.27E-01,3.056277292
7.75E-01,8.27E-01,3.056277292
7.75E-01,8.19E-01,3.036208803
7.75E-01,7.84E-01,2.951609209
7.75E-01,7.84E-01,2.951609209
7.75E-01,8.26E-01,3.052786759
7.73E-01,8.26E-01,3.044710199
7.73E-01,8.42E-01,3.086881245
7.73E-01,8.38E-01,3.07581477
7.47E-01,8.38E-01,2.999117788
7.47E-01,8.43E-01,3.011503983
7.47E-01,8.43E-01,3.011503983
7.47E-01,8.43E-01,3.011503983
7.47E-01,8.43E-01,3.011503983
7.47E-01,8.45E-01,3.017327443
7.47E-01,8.19E-01,2.952758991
7.46E-01,8.37E-01,2.994083197
7.46E-01,8.68E-01,3.074389942
7.46E-01,8.76E-01,3.09490284
7.47E-01,8.67E-01,3.074153157
7.47E-01,8.67E-01,3.074153157
7.47E-01,8.67E-01,3.074153157
7.47E-01,8.67E-01,3.074153157
7.47E-01,8.67E-01,3.074153157
7.47E-01,8.67E-01,3.074153157
7.47E-01,8.67E-01,3.074153157
7.47E-01,8.67E-01,3.074153157
7.47E-01,8.67E-01,3.074153157
7.47E-01,8.67E-01,3.074153157
7.41E-01,8.67E-01,3.056822013
7.41E-01,8.67E-01,3.056822013
7.41E-01,8.67E-01,3.056822013
7.41E-01,8.67E-01,3.056822013
7.41E-01,8.67E-01,3.056822013
7.41E-01,8.69E-01,3.06181941
7.41E-01,8.69E-01,3.06181941
7.26E-01,8.69E-01,3.014472501
7.26E-01,8.87E-01,3.061828964
7.14E-01,8.87E-01,3.025084304
7.25E-01,8.92E-01,3.073961169
7.25E-01,8.92E-01,3.073961169
7.17E-01,8.55E-01,2.952665339
7.17E-01,8.65E-01,2.978257864
7.17E-01,8.45E-01,2.927865916
7.17E-01,8.45E-01,2.927865916
7.21E-01,8.45E-01,2.939537468
7.21E-01,8.45E-01,2.939537468
7.21E-01,8.45E-01,2.937865784
7.21E-01,8.44E-01,2.937184303
7.21E-01,8.44E-01,2.937184303
7.19E-01,8.44E-01,2.930162415
7.19E-01,8.44E-01,2.930162415
7.17E-01,8.44E-01,2.925591376
7.17E-01,8.61E-01,2.96787358
7.17E-01,8.40E-01,2.916815841
7.17E-01,8.40E-01,2.916815841
7.17E-01,8.40E-01,2.916815841
7.17E-01,8.60E-01,2.964597354
7.17E-01,8.62E-01,2.969667454
7.31E-01,8.62E-01,3.009775391
7.31E-01,8.62E-01,3.009775391
7.31E-01,8.80E-01,3.057597143
7.31E-01,9.00E-01,3.114562369
7.31E-01,9.00E-01,3.114562369
7.43E-01,9.00E-01,3.152558552
7.35E-01,9.00E-01,3.128966101
7.35E-01,9.00E-01,3.128966101
7.31E-01,9.00E-01,3.115894082
7.31E-01,9.00E-01,3.115894082
7.31E-01,9.00E-01,3.115894082
7.31E-01,9.00E-01,3.115894082
7.31E-01,9.00E-01,3.115894082
7.35E-01,9.00E-01,3.128179656
7.35E-01,8.63E-01,3.025446065
7.35E-01,8.90E-01,3.099301312
7.35E-01,9.06E-01,3.142743794
7.35E-01,9.06E-01,3.142743794
7.35E-01,9.06E-01,3.142743794
7.35E-01,9.06E-01,3.142743794
7.35E-01,9.06E-01,3.142743794
7.34E-01,9.06E-01,3.139161098
7.39E-01,9.06E-01,3.156032696
7.39E-01,9.06E-01,3.156032696
7.39E-01,9.09E-01,3.166750154
7.39E-01,9.14E-01,3.180206111
7.39E-01,9.14E-01,3.180206111
7.39E-01,8.81E-01,3.086474948
7.66E-01,8.81E-01,3.169818029
7.66E-01,8.81E-01,3.169818029
7.66E-01,8.81E-01,3.169818029
7.66E-01,8.81E-01,3.169818029
7.64E-01,8.81E-01,3.164647979
7.64E-01,8.81E-01,3.164647979
7.64E-01,8.91E-01,3.192435839
7.64E-01,8.91E-01,3.192435839
7.64E-01,8.91E-01,3.192435839
7.64E-01,8.74E-01,3.14579559
7.64E-01,8.85E-01,3.177335408
7.64E-01,8.85E-01,3.177335408
7.64E-01,8.85E-01,3.177335408
7.64E-01,8.72E-01,3.140755231
7.64E-01,8.72E-01,3.140755231
7.64E-01,8.72E-01,3.140755231
7.64E-01,8.84E-01,3.17279866
7.64E-01,8.84E-01,3.17279866
7.58E-01,8.20E-01,2.986438537
7.63E-01,8.20E-01,3.004019988
7.60E-01,8.20E-01,2.994477295
7.60E-01,8.20E-01,2.994477295
7.60E-01,8.20E-01,2.994477295
7.42E-01,8.16E-01,2.931846316
7.51E-01,8.16E-01,2.957122457
7.52E-01,8.16E-01,2.96008689
7.65E-01,8.16E-01,3.000148225
7.65E-01,8.16E-01,3.000148225
7.65E-01,8.16E-01,3.000148225
7.65E-01,8.16E-01,3.000148225
7.65E-01,8.16E-01,3.000148225
7.65E-01,8.16E-01,3.000148225
7.65E-01,8.16E-01,3.000148225
7.65E-01,8.16E-01,3.000148225
7.65E-01,8.16E-01,3.000148225
7.65E-01,8.26E-01,3.023415503
7.65E-01,8.26E-01,3.023415503
7.65E-01,8.51E-01,3.087281083
7.85E-01,8.51E-01,3.149556767
7.85E-01,8.51E-01,3.149556767
7.85E-01,8.51E-01,3.149556767
7.85E-01,8.51E-01,3.149556767
7.85E-01,8.51E-01,3.149556767
7.85E-01,8.51E-01,3.149556767
7.85E-01,8.60E-01,3.17401361
7.85E-01,8.60E-01,3.17401361
7.85E-01,8.60E-01,3.17401361
7.85E-01,8.60E-01,3.17401361
7.85E-01,8.60E-01,3.17401361
7.80E-01,8.60E-01,3.156551565
7.80E-01,8.60E-01,3.156551565
7.88E-01,8.60E-01,3.182580676
7.67E-01,8.60E-01,3.116212384
7.67E-01,8.60E-01,3.114494441
7.67E-01,8.60E-01,3.114494441
7.67E-01,8.60E-01,3.114494441
7.67E-01,8.60E-01,3.114494441
7.67E-01,8.85E-01,3.18522541
7.77E-01,8.85E-01,3.219710488
7.90E-01,8.85E-01,3.259881226
7.90E-01,8.85E-01,3.262421235
7.90E-01,8.85E-01,3.262421235
7.90E-01,8.85E-01,3.262421235
7.90E-01,9.07E-01,3.326849714
7.90E-01,9.07E-01,3.326849714
7.92E-01,9.07E-01,3.332538655
8.05E-01,9.07E-01,3.374163205
8.05E-01,9.07E-01,3.374163205
8.05E-01,9.07E-01,3.374163205
8.05E-01,9.07E-01,3.374163205
8.05E-01,9.07E-01,3.374163205
8.05E-01,9.07E-01,3.374163205
8.06E-01,9.07E-01,3.380125535
8.06E-01,9.07E-01,3.380125535
8.06E-01,9.07E-01,3.380125535
8.06E-01,9.07E-01,3.380125535
8.06E-01,9.07E-01,3.380125535
8.06E-01,9.07E-01,3.380125535
8.06E-01,9.07E-01,3.380125535
8.06E-01,9.07E-01,3.380125535
8.06E-01,9.07E-01,3.380125535
8.06E-01,9.07E-01,3.380125535
7.89E-01,9.07E-01,3.322381049
8.10E-01,9.07E-01,3.393751668
8.10E-01,9.07E-01,3.393751668
8.10E-01,9.07E-01,3.393751668
8.10E-01,9.07E-01,3.393751668
8.10E-01,9.07E-01,3.391728693
7.82E-01,8.96E-01,3.264460634
8.01E-01,8.94E-01,3.320832345
8.01E-01,8.94E-01,3.320832345
8.01E-01,8.94E-01,3.320832345
8.01E-01,8.94E-01,3.320832345
8.01E-01,8.94E-01,3.320832345
8.01E-01,8.94E-01,3.320832345
8.01E-01,8.94E-01,3.320832345
8.01E-01,8.94E-01,3.320832345
8.01E-01,8.94E-01,3.320832345
8.01E-01,8.94E-01,3.320832345
7.94E-01,8.94E-01,3.29866078
7.94E-01,8.96E-01,3.305362799
7.94E-01,8.96E-01,3.305362799
7.94E-01,8.96E-01,3.305362799
7.94E-01,8.96E-01,3.305362799
7.94E-01,8.99E-01,3.312396074
7.94E-01,9.10E-01,3.345706563
8.05E-01,9.10E-01,3.382943541
8.05E-01,9.23E-01,3.424854956
8.05E-01,9.40E-01,3.478850031
8.03E-01,9.40E-01,3.473275279
8.34E-01,9.40E-01,3.582234806
8.34E-01,9.40E-01,3.582234806
8.34E-01,9.40E-01,3.582234806
8.34E-01,9.40E-01,3.582234806
8.34E-01,9.40E-01,3.582234806
8.34E-01,9.40E-01,3.582234806
8.38E-01,9.40E-01,3.594543795
8.38E-01,9.40E-01,3.594543795
8.38E-01,9.20E-01,3.529057339
