a,b,mean
7.58E-01,8.83E-01,3.150641903
7.51E-01,8.83E-01,3.12895397
7.48E-01,8.83E-01,3.118519603
7.48E-01,8.83E-01,3.118519603
7.48E-01,8.83E-01,3.118519603
7.46E-01,9.06E-01,3.176708645
7.43E-01,8.76E-01,3.087246007
7.43E-01,8.76E-01,3.087246007
7.57E-01,8.67E-01,3.105540453
7.57E-01,8.67E-01,3.105540453
7.57E-01,8.67E-01,3.105540453
7.52E-01,8.67E-01,3.089388074
7.33E-01,8.67E-01,3.030111356
7.07E-01,8.24E-01,2.846278473
7.30E-01,8.59E-01,3.001109872
7.24E-01,8.48E-01,2.955878064
7.43E-01,8.92E-01,3.129809363
7.67E-01,8.92E-01,3.205345281
7.67E-01,8.92E-01,3.205345281
7.67E-01,8.92E-01,3.205345281
7.60E-01,9.03E-01,3.21395275
7.60E-01,9.03E-01,3.21395275
7.61E-01,9.03E-01,3.219076312
7.61E-01,8.79E-01,3.151003376
7.61E-01,8.79E-01,3.151003376
7.58E-01,8.79E-01,3.139671269
7.86E-01,8.79E-01,3.229001102
7.86E-01,8.79E-01,3.229001102
7.86E-01,8.97E-01,3.279436506
7.81E-01,8.97E-01,3.263455364
7.81E-01,8.97E-01,3.263455364
7.81E-01,8.97E-01,3.263455364
7.81E-01,9.21E-01,3.337070195
7.61E-01,9.10E-01,3.237816113
7.79E-01,8.62E-01,3.159314231
7.62E-01,8.50E-01,3.07617543
7.62E-01,8.50E-01,3.07617543
7.62E-01,8.21E-01,3.000626121
7.62E-01,8.21E-01,3.000626121
7.75E-01,8.21E-01,3.039411089
7.52E-01,8.32E-01,2.99882222
7.52E-01,8.47E-01,3.037295972
7.67E-01,8.47E-01,3.081993579
7.65E-01,8.35E-01,3.042960586
7.65E-01,8.35E-01,3.042960586
7.65E-01,8.35E-01,3.042960586
7.65E-01,8.49E-01,3.080008866
7.66E-01,8.17E-01,3.002735803
7.81E-01,8.17E-01,3.048150293
7.81E-01,8.33E-01,3.088266783
7.81E-01,8.33E-01,3.088266783
7.73E-01,8.57E-01,3.126628793
7.93E-01,8.57E-01,3.190477829
7.81E-01,8.76E-01,3.204984649
7.81E-01,8.76E-01,3.204286193
7.81E-01,8.76E-01,3.204286193
7.81E-01,8.54E-01,3.143650591
7.66E-01,8.54E-01,3.09562833
7.66E-01,8.25E-01,3.022024158
7.64E-01,8.25E-01,3.017222333
7.64E-01,8.22E-01,3.010671601
7.64E-01,8.22E-01,3.010671601
7.64E-01,8.22E-01,3.010671601
7.64E-01,7.78E-01,2.907213586
7.88E-01,8.10E-01,3.052406045
8.14E-01,7.92E-01,3.087436452
8.07E-01,8.13E-01,3.117539818
7.88E-01,8.13E-01,3.058069694
8.15E-01,8.13E-01,3.144355369
8.15E-01,8.48E-01,3.238988001
8.15E-01,8.48E-01,3.238988001
8.15E-01,8.48E-01,3.238988001
8.06E-01,8.09E-01,3.10566035
8.06E-01,8.27E-01,3.152324788
8.01E-01,8.35E-01,3.157775755
8.01E-01,8.35E-01,3.157775755
7.94E-01,8.52E-01,3.179654882
7.88E-01,8.52E-01,3.159915454
7.82E-01,8.08E-01,3.031915162
7.82E-01,8.08E-01,3.031915162
7.82E-01,8.08E-01,3.031915162
7.82E-01,8.15E-01,3.048541184
7.82E-01,8.51E-01,3.140446553
7.82E-01,8.51E-01,3.140446553
8.10E-01,8.51E-01,3.228488155
8.13E-01,8.51E-01,3.237852185
8.13E-01,8.51E-01,3.237852185
8.17E-01,8.51E-01,3.250746366
8.01E-01,8.47E-01,3.190993054
7.95E-01,8.47E-01,3.171338439
7.95E-01,8.47E-01,3.171338439
8.10E-01,8.47E-01,3.21598243
8.10E-01,8.47E-01,3.21598243
8.10E-01,8.47E-01,3.21598243
8.10E-01,8.47E-01,3.21598243
8.10E-01,8.47E-01,3.21598243
8.10E-01,8.47E-01,3.21598243
8.10E-01,8.47E-01,3.21598243
8.10E-01,8.47E-01,3.21598243
8.10E-01,8.47E-01,3.21598243
8.10E-01,8.47E-01,3.21598243
8.10E-01,8.47E-01,3.21598243
8.10E-01,8.39E-01,3.196427834
8.10E-01,8.39E-01,3.196427834
8.11E-01,8.39E-01,3.199368758
8.09E-01,8.39E-01,3.193404031
8.09E-01,8.45E-01,3.20731314
8.09E-01,8.60E-01,3.250021786
8.09E-01,8.40E-01,3.196384812
8.09E-01,8.40E-01,3.196384812
8.09E-01,8.30E-01,3.168176697
8.09E-01,8.30E-01,3.168176697
7.79E-01,8.30E-01,3.074541532
8.02E-01,8.34E-01,3.156080673
8.02E-01,8.34E-01,3.156080673
8.15E-01,8.91E-01,3.360268228
8.15E-01,8.91E-01,3.360268228
8.21E-01,8.91E-01,3.377882694
8.21E-01,8.91E-01,3.377882694
8.26E-01,8.91E-01,3.395659446
8.55E-01,8.93E-01,3.502295857
8.55E-01,8.93E-01,3.502295857
8.55E-01,8.93E-01,3.504025661
8.55E-01,8.93E-01,3.504025661
8.55E-01,8.93E-01,3.504025661
8.55E-01,8.93E-01,3.504025661
8.63E-01,8.80E-01,3.490482624
8.63E-01,8.80E-01,3.490482624
8.61E-01,8.80E-01,3.483955048
8.61E-01,8.80E-01,3.483955048
8.61E-01,8.80E-01,3.483955048
8.61E-01,8.80E-01,3.483955048
8.61E-01,8.89E-01,3.512728243
8.61E-01,8.89E-01,3.512728243
8.61E-01,8.57E-01,3.416327834
8.61E-01,8.57E-01,3.416327834
8.61E-01,8.57E-01,3.416327834
8.34E-01,8.94E-01,3.430967862
8.34E-01,8.94E-01,3.430967862
8.30E-01,8.94E-01,3.416980313
8.30E-01,8.94E-01,3.416980313
8.41E-01,9.11E-01,3.512348501
8.41E-01,9.11E-01,3.512348501
8.41E-01,9.09E-01,3.507353979
8.29E-01,9.09E-01,3.464237848
8.01E-01,8.54E-01,3.209144157
7.95E-01,8.54E-01,3.189590602
7.95E-01,8.54E-01,3.189590602
8.11E-01,8.54E-01,3.238608521
8.29E-01,8.55E-01,3.302882067
8.11E-01,8.55E-01,3.24394915
8.11E-01,8.55E-01,3.24394915
8.11E-01,8.55E-01,3.244821971
8.07E-01,8.55E-01,3.230212744
8.07E-01,8.55E-01,3.230212744
8.07E-01,8.56E-01,3.232347489
8.02E-01,8.56E-01,3.217051304
8.02E-01,8.56E-01,3.217051304
8.02E-01,8.56E-01,3.217051304
8.02E-01,8.56E-01,3.218083468
8.02E-01,8.56E-01,3.218083468
8.02E-01,8.78E-01,3.279989395
8.02E-01,8.78E-01,3.279989395
8.09E-01,8.78E-01,3.302312
8.09E-01,8.78E-01,3.302312
8.09E-01,8.78E-01,3.302312
8.09E-01,8.78E-01,3.302312
7.84E-01,8.66E-01,3.186423168
7.85E-01,8.17E-01,3.060809721
7.85E-01,8.17E-01,3.060809721
7.85E-01,8.17E-01,3.060809721
7.86E-01,8.34E-01,3.105898006
7.86E-01,8.34E-01,3.105898006
7.86E-01,8.34E-01,3.105898006
7.86E-01,8.34E-01,3.105898006
7.86E-01,8.34E-01,3.105898006
7.86E-01,8.34E-01,3.105898006
7.71E-01,8.32E-01,3.057342959
7.69E-01,8.32E-01,3.049213726
7.69E-01,8.40E-01,3.068808046
7.65E-01,8.20E-01,3.007475476
7.65E-01,8.20E-01,3.007475476
7.65E-01,8.20E-01,3.007475476
7.65E-01,8.20E-01,3.007475476
7.65E-01,8.20E-01,3.007475476
7.65E-01,8.20E-01,3.007475476
7.65E-01,8.20E-01,3.007475476
7.54E-01,8.20E-01,2.975112682
7.54E-01,8.20E-01,2.975112682
7.54E-01,8.10E-01,2.952209838
7.71E-01,8.10E-01,3.002187043
7.71E-01,8.10E-01,3.002187043
7.71E-01,8.10E-01,3.002187043
7.71E-01,8.10E-01,3.002187043
7.80E-01,8.10E-01,3.029519746
7.80E-01,8.10E-01,3.029519746
7.80E-01,8.44E-01,3.116044361
7.81E-01,8.34E-01,3.093529291
8.06E-01,8.33E-01,3.16979245
8.06E-01,8.30E-01,3.159298623
8.06E-01,8.12E-01,3.113115956
8.06E-01,7.96E-01,3.073549766
8.06E-01,7.96E-01,3.073549766
8.06E-01,7.96E-01,3.073549766
8.06E-01,7.96E-01,3.073549766
8.06E-01,7.96E-01,3.073549766
8.06E-01,7.96E-01,3.073549766
8.06E-01,7.96E-01,3.073549766
8.06E-01,7.96E-01,3.073549766
8.03E-01,7.96E-01,3.064707668
7.95E-01,7.96E-01,3.039783766
7.91E-01,7.96E-01,3.026591644
7.91E-01,8.24E-01,3.097820359
8.10E-01,8.24E-01,3.156397716
8.10E-01,8.33E-01,3.179770894
8.34E-01,8.33E-01,3.258061587
8.34E-01,8.33E-01,3.258061587
8.24E-01,8.09E-01,3.163494969
8.12E-01,8.09E-01,3.125737531
8.10E-01,8.09E-01,3.117812485
8.10E-01,8.09E-01,3.117812485
8.10E-01,8.09E-01,3.117812485
8.10E-01,8.39E-01,3.196345601
8.10E-01,8.39E-01,3.196345601
8.10E-01,8.39E-01,3.196345601
8.10E-01,8.52E-01,3.230599903
8.10E-01,8.52E-01,3.230599903
8.10E-01,8.52E-01,3.230599903
8.05E-01,8.46E-01,3.19871598
8.05E-01,8.46E-01,3.19871598
8.05E-01,8.46E-01,3.19871598
8.08E-01,8.46E-01,3.209365929
8.08E-01,8.46E-01,3.209365929
8.07E-01,8.46E-01,3.20503133
8.00E-01,8.46E-01,3.183895094
8.00E-01,8.48E-01,3.189572969
8.00E-01,8.44E-01,3.179014066
7.91E-01,8.36E-01,3.129407282
7.91E-01,8.21E-01,3.091146037
7.89E-01,8.21E-01,3.08225451
7.89E-01,8.21E-01,3.08225451
7.84E-01,8.21E-01,3.068311566
7.84E-01,8.21E-01,3.068311566
7.84E-01,8.21E-01,3.068311566
7.75E-01,8.21E-01,3.040878874
7.75E-01,8.14E-01,3.024250798
7.75E-01,8.14E-01,3.024250798
7.75E-01,8.14E-01,3.024250798
8.02E-01,8.77E-01,3.27612172
8.02E-01,8.77E-01,3.27612172
8.27E-01,8.77E-01,3.359076377
8.18E-01,8.77E-01,3.329042837
8.18E-01,8.55E-01,3.267873895
8.18E-01,8.60E-01,3.281907463
8.18E-01,8.95E-01,3.383240644
8.25E-01,8.78E-01,3.356451288
8.12E-01,8.78E-01,3.312808121
8.12E-01,8.35E-01,3.192355299
8.12E-01,8.35E-01,3.192355299
8.12E-01,8.35E-01,3.192355299
8.14E-01,7.99E-01,3.107401869
8.14E-01,7.99E-01,3.107401869
8.14E-01,8.09E-01,3.13124774
8.14E-01,8.09E-01,3.13124774
8.14E-01,8.09E-01,3.13124774
8.19E-01,8.09E-01,3.144249897
8.19E-01,8.09E-01,3.144249897
8.19E-01,8.19E-01,3.17117032
8.19E-01,8.19E-01,3.17117032
8.19E-01,8.29E-01,3.196390426
8.19E-01,8.29E-01,3.196390426
8.28E-01,7.98E-01,3.147517155
8.28E-01,7.98E-01,3.147517155
8.28E-01,7.98E-01,3.147517155
8.28E-01,7.95E-01,3.139749889
8.28E-01,7.75E-01,3.092115329
8.28E-01,7.75E-01,3.092115329
8.25E-01,7.75E-01,3.082218803
8.25E-01,7.75E-01,3.082218803
8.25E-01,7.75E-01,3.082218803
8.25E-01,7.87E-01,3.111580628
8.27E-01,7.87E-01,3.116959594
8.37E-01,7.87E-01,3.149709633
8.37E-01,7.87E-01,3.149709633
8.36E-01,7.77E-01,3.118443183
8.36E-01,7.77E-01,3.118443183
8.36E-01,7.77E-01,3.118443183
8.36E-01,7.77E-01,3.118443183
8.12E-01,7.78E-01,3.047000892
8.19E-01,7.78E-01,3.069495205
8.19E-01,8.23E-01,3.183230006
8.19E-01,7.89E-01,3.097559193
8.19E-01,7.89E-01,3.097559193
8.19E-01,7.89E-01,3.097559193
8.19E-01,7.89E-01,3.097559193
8.19E-01,7.89E-01,3.097559193
8.19E-01,7.89E-01,3.097559193
8.19E-01,7.87E-01,3.090995085
8.19E-01,7.87E-01,3.090995085
8.19E-01,7.98E-01,3.120088395
8.19E-01,8.01E-01,3.127583509
8.19E-01,8.01E-01,3.127583509
8.19E-01,8.01E-01,3.127583509
8.19E-01,7.99E-01,3.12198168
8.19E-01,7.99E-01,3.12198168
8.09E-01,8.11E-01,3.119829347
8.09E-01,8.11E-01,3.119829347
8.30E-01,8.08E-01,3.17951209
8.62E-01,8.08E-01,3.281096093
8.62E-01,8.08E-01,3.281096093
8.60E-01,7.97E-01,3.24649734
8.60E-01,7.97E-01,3.24649734
8.60E-01,7.97E-01,3.24649734
8.60E-01,7.97E-01,3.24649734
8.60E-01,7.97E-01,3.24649734
8.60E-01,8.22E-01,3.313711173
8.77E-01,8.22E-01,3.371856556
8.47E-01,8.14E-01,3.247713637
8.72E-01,8.14E-01,3.330837089
8.64E-01,8.14E-01,3.303721309
8.39E-01,8.31E-01,3.269099466
8.52E-01,8.31E-01,3.311040679
8.73E-01,8.21E-01,3.354800084
8.69E-01,8.21E-01,3.34086539
8.81E-01,8.21E-01,3.380862036
8.64E-01,8.21E-01,3.324404417
8.88E-01,8.21E-01,3.405361244
8.83E-01,8.33E-01,3.420218373
8.86E-01,8.33E-01,3.432776434
8.86E-01,8.33E-01,3.432776434
8.86E-01,8.33E-01,3.432776434
8.85E-01,8.20E-01,3.391171815
8.86E-01,8.20E-01,3.393346664
8.56E-01,8.46E-01,3.367043171
8.69E-01,8.18E-01,3.333683292
8.67E-01,8.39E-01,3.384379376
8.67E-01,8.39E-01,3.384379376
8.83E-01,8.39E-01,3.438254336
8.83E-01,8.47E-01,3.462197066
8.83E-01,8.47E-01,3.462197066
9.10E-01,8.47E-01,3.555865426
9.05E-01,8.47E-01,3.538565998
9.05E-01,8.47E-01,3.538565998
9.05E-01,8.31E-01,3.49260887
9.05E-01,8.68E-01,3.605335005
9.14E-01,8.68E-01,3.636294455
9.12E-01,8.68E-01,3.630467767
9.12E-01,8.68E-01,3.630467767
9.03E-01,8.66E-01,3.589270167
9.03E-01,8.66E-01,3.589270167
9.03E-01,8.51E-01,3.541814471
9.03E-01,8.65E-01,3.586055294
8.92E-01,8.65E-01,3.547401368
8.92E-01,8.40E-01,3.473059943
8.92E-01,8.13E-01,3.395596539
8.99E-01,8.13E-01,3.418916813
8.93E-01,8.50E-01,3.505535222
8.93E-01,8.50E-01,3.505535222
8.62E-01,8.64E-01,3.441292409
8.62E-01,8.62E-01,3.434197796
8.92E-01,8.62E-01,3.536904944
8.92E-01,8.62E-01,3.536904944
8.92E-01,8.62E-01,3.536904944
8.88E-01,8.62E-01,3.523709797
8.98E-01,8.62E-01,3.560174057
8.98E-01,8.62E-01,3.560174057
9.10E-01,8.59E-01,3.593051761
9.10E-01,8.59E-01,3.593051761
9.10E-01,7.99E-01,3.420343034
9.10E-01,7.99E-01,3.420343034
8.97E-01,7.99E-01,3.375794525
8.97E-01,7.99E-01,3.375794525
8.97E-01,7.99E-01,3.375794525
8.97E-01,7.99E-01,3.375794525
8.96E-01,7.99E-01,3.37049387
8.96E-01,8.36E-01,3.473263765
8.69E-01,8.08E-01,3.304123259
8.69E-01,8.08E-01,3.306378874
8.69E-01,7.93E-01,3.266174195
8.69E-01,7.93E-01,3.266174195
8.69E-01,8.10E-01,3.311810179
8.69E-01,8.22E-01,3.344540377
8.65E-01,8.22E-01,3.328064022
8.65E-01,8.49E-01,3.404128114
8.34E-01,8.49E-01,3.302524957
8.34E-01,8.49E-01,3.302524957
8.45E-01,7.99E-01,3.205535655
8.23E-01,7.99E-01,3.133016218
8.23E-01,7.99E-01,3.133016218
8.23E-01,7.99E-01,3.133016218
8.13E-01,8.04E-01,3.115408127
7.90E-01,8.55E-01,3.175169196
7.70E-01,8.54E-01,3.109204266
7.78E-01,8.69E-01,3.175610694
7.78E-01,8.69E-01,3.175610694
7.69E-01,8.52E-01,3.10142545
7.85E-01,8.52E-01,3.152349596
7.85E-01,8.52E-01,3.152349596
7.85E-01,8.45E-01,3.133715184
7.96E-01,8.45E-01,3.167629335
8.27E-01,8.45E-01,3.266319854
8.22E-01,8.45E-01,3.252564667
8.22E-01,8.45E-01,3.252564667
8.22E-01,8.45E-01,3.252564667
8.22E-01,8.45E-01,3.252564667
8.22E-01,8.38E-01,3.233661161
8.22E-01,8.38E-01,3.233661161
8.22E-01,8.38E-01,3.233661161
8.22E-01,8.38E-01,3.233661161
8.22E-01,8.38E-01,3.233661161
8.22E-01,8.02E-01,3.138688366
8.22E-01,8.02E-01,3.138688366
7.95E-01,8.02E-01,3.054899038
7.95E-01,8.09E-01,3.071481314
8.03E-01,7.98E-01,3.06976495
8.03E-01,7.98E-01,3.06976495
8.03E-01,7.98E-01,3.06976495
8.03E-01,7.98E-01,3.06976495
8.23E-01,7.98E-01,3.130222725
8.23E-01,7.98E-01,3.130222725
8.23E-01,7.98E-01,3.130222725
8.26E-01,7.98E-01,3.139066046
8.26E-01,7.98E-01,3.139066046
8.16E-01,7.98E-01,3.109108948
8.16E-01,8.34E-01,3.201423611
8.26E-01,8.17E-01,3.187878314
8.26E-01,8.17E-01,3.187878314
8.26E-01,8.17E-01,3.187878314
8.26E-01,8.17E-01,3.187878314
8.26E-01,8.17E-01,3.187878314
8.26E-01,8.17E-01,3.187878314
8.04E-01,8.17E-01,3.118867104
7.91E-01,8.17E-01,3.078248078
7.91E-01,7.87E-01,3.00459233
8.01E-01,8.08E-01,3.088708884
7.98E-01,8.08E-01,3.077272524
8.16E-01,8.08E-01,3.134521474
8.16E-01,8.46E-01,3.233425057
8.09E-01,8.46E-01,3.210601567
8.09E-01,8.46E-01,3.210601567
8.06E-01,8.46E-01,3.202181972
8.30E-01,8.66E-01,3.33620884
8.30E-01,8.80E-01,3.377675993
8.52E-01,8.80E-01,3.454513078
8.52E-01,8.80E-01,3.454513078
8.65E-01,8.80E-01,3.49793638
8.42E-01,8.58E-01,3.355314934
8.25E-01,8.82E-01,3.36777616
8.25E-01,8.82E-01,3.36777616
8.44E-01,8.54E-01,3.347001049
8.12E-01,8.44E-01,3.218558908
8.05E-01,8.44E-01,3.196128896
8.25E-01,8.44E-01,3.260685549
7.97E-01,8.50E-01,3.182336028
8.12E-01,8.44E-01,3.213520891
8.12E-01,8.46E-01,3.22065611
8.12E-01,8.70E-01,3.286296564
8.05E-01,8.70E-01,3.264666682
8.08E-01,8.70E-01,3.275448146
8.38E-01,8.57E-01,3.338274254
8.38E-01,8.57E-01,3.338274254
8.38E-01,8.57E-01,3.338274254
8.38E-01,8.57E-01,3.338274254
8.27E-01,8.32E-01,3.233001364
8.27E-01,8.32E-01,3.233001364
8.27E-01,8.35E-01,3.2404446
8.27E-01,8.35E-01,3.2404446
8.27E-01,8.38E-01,3.248551554
8.22E-01,7.85E-01,3.097104263
8.15E-01,7.85E-01,3.073425794
8.15E-01,7.85E-01,3.073425794
8.06E-01,7.73E-01,3.020125021
8.06E-01,7.79E-01,3.033470915
8.38E-01,8.04E-01,3.192390748
8.06E-01,8.04E-01,3.092424221
7.99E-01,8.04E-01,3.07099592
8.27E-01,8.50E-01,3.281994055
8.29E-01,8.50E-01,3.286284312
8.26E-01,8.81E-01,3.365749235
8.26E-01,8.90E-01,3.394144298
8.26E-01,8.90E-01,3.394144298
8.26E-01,8.90E-01,3.394144298
8.26E-01,8.90E-01,3.394144298
8.32E-01,8.90E-01,3.414490365
8.09E-01,8.47E-01,3.214815686
7.91E-01,8.47E-01,3.158220318
7.84E-01,8.55E-01,3.156427868
7.84E-01,7.91E-01,2.994735152
7.84E-01,7.91E-01,2.994735152
7.58E-01,8.54E-01,3.073614186
7.58E-01,8.54E-01,3.073614186
7.69E-01,8.74E-01,3.161775044
7.69E-01,8.73E-01,3.160150676
7.93E-01,8.61E-01,3.199636782
7.93E-01,8.99E-01,3.310166333
7.93E-01,8.85E-01,3.2679646
7.94E-01,8.77E-01,3.249265526
7.94E-01,8.77E-01,3.249265526
7.94E-01,8.77E-01,3.249265526
7.94E-01,9.09E-01,3.344244954
7.94E-01,9.09E-01,3.344244954
7.95E-01,9.09E-01,3.348978934
7.95E-01,9.09E-01,3.348978934
7.75E-01,9.09E-01,3.281281963
7.75E-01,8.97E-01,3.246204144
7.75E-01,8.97E-01,3.246204144
7.75E-01,8.66E-01,3.158042321
7.75E-01,8.66E-01,3.158042321
7.79E-01,8.66E-01,3.171943552
7.84E-01,8.66E-01,3.185552986
7.80E-01,8.57E-01,3.147743472
7.80E-01,8.57E-01,3.147743472
7.84E-01,8.93E-01,3.264302016
7.84E-01,8.93E-01,3.264302016
7.81E-01,8.93E-01,3.253458412
7.81E-01,8.93E-01,3.253458412
7.88E-01,8.91E-01,3.269436669
7.88E-01,8.91E-01,3.269436669
7.87E-01,8.69E-01,3.204080741
7.87E-01,8.69E-01,3.204080741
7.87E-01,8.69E-01,3.204080741
7.87E-01,8.69E-01,3.204080741
7.96E-01,8.69E-01,3.234705839
7.96E-01,8.67E-01,3.229793405
7.96E-01,8.67E-01,3.229793405
7.96E-01,8.67E-01,3.229793405
7.96E-01,8.67E-01,3.229793405
7.96E-01,8.67E-01,3.229793405
7.96E-01,8.56E-01,3.19868136
7.96E-01,8.56E-01,3.19868136
7.96E-01,8.56E-01,3.19868136
7.99E-01,8.68E-01,3.24050061
7.99E-01,8.68E-01,3.239757733
8.17E-01,8.68E-01,3.300701192
8.32E-01,8.68E-01,3.349775699
8.32E-01,8.68E-01,3.349775699
8.29E-01,8.68E-01,3.339311654
8.29E-01,8.68E-01,3.339311654
8.29E-01,8.73E-01,3.352337257
8.29E-01,8.73E-01,3.352337257
8.18E-01,8.65E-01,3.294099407
8.18E-01,8.70E-01,3.3100381
8.18E-01,8.70E-01,3.3100381
8.18E-01,8.70E-01,3.3100381
8.18E-01,8.70E-01,3.310761675
8.10E-01,8.70E-01,3.284164397
8.10E-01,8.70E-01,3.284164397
8.16E-01,8.73E-01,3.310697098
8.16E-01,8.73E-01,3.310697098
8.16E-01,8.73E-01,3.310697098
8.20E-01,8.73E-01,3.325733316
8.20E-01,8.73E-01,3.325733316
8.20E-01,8.73E-01,3.325733316
8.20E-01,8.73E-01,3.325733316
8.20E-01,8.73E-01,3.325733316
8.20E-01,8.73E-01,3.325733316
8.17E-01,8.73E-01,3.313423421
8.17E-01,8.73E-01,3.313423421
8.29E-01,8.73E-01,3.352883772
8.29E-01,8.73E-01,3.352883772
8.29E-01,8.73E-01,3.352883772
8.29E-01,8.73E-01,3.352883772
8.25E-01,8.73E-01,3.341498867
8.25E-01,8.83E-01,3.370558435
8.25E-01,8.83E-01,3.370558435
8.22E-01,8.83E-01,3.358460819
8.22E-01,8.83E-01,3.358460819
8.22E-01,8.83E-01,3.358460819
8.27E-01,8.83E-01,3.376211002
8.34E-01,8.83E-01,3.401907237
8.34E-01,8.83E-01,3.402136595
8.34E-01,8.86E-01,3.410199029
8.34E-01,8.82E-01,3.398734027
8.34E-01,8.82E-01,3.398734027
8.34E-01,8.82E-01,3.398734027
8.34E-01,8.82E-01,3.398734027
8.34E-01,8.82E-01,3.398734027
8.34E-01,8.82E-01,3.398734027
8.34E-01,8.82E-01,3.398734027
8.34E-01,8.96E-01,3.439487491
8.34E-01,8.57E-01,3.326169951
8.33E-01,8.57E-01,3.322501105
8.11E-01,8.57E-01,3.250370443
8.33E-01,8.85E-01,3.40188871
8.50E-01,8.80E-01,3.44639021
8.50E-01,8.80E-01,3.44639021
8.50E-01,8.80E-01,3.44639021
8.50E-01,8.80E-01,3.44639021
8.35E-01,8.80E-01,3.394949355
8.35E-01,8.80E-01,3.394949355
8.35E-01,8.80E-01,3.394949355
8.49E-01,8.80E-01,3.442669051
8.49E-01,8.80E-01,3.442669051
8.49E-01,8.80E-01,3.442669051
8.46E-01,8.80E-01,3.432735762
8.57E-01,8.80E-01,3.469862801
8.57E-01,8.80E-01,3.469862801
8.52E-01,8.73E-01,3.433946139
8.52E-01,8.66E-01,3.412786832
8.38E-01,8.70E-01,3.3740848
8.38E-01,8.70E-01,3.3740848
8.38E-01,8.70E-01,3.3740848
8.38E-01,8.68E-01,3.369781311
8.13E-01,8.68E-01,3.285884419
8.13E-01,8.68E-01,3.285884419
8.19E-01,8.68E-01,3.306742386
8.31E-01,9.05E-01,3.456258296
8.31E-01,9.05E-01,3.457073278
8.36E-01,9.17E-01,3.513869612
8.36E-01,9.17E-01,3.513869612
8.36E-01,8.92E-01,3.433146747
8.20E-01,8.85E-01,3.35703137
8.20E-01,8.72E-01,3.320078937
8.41E-01,8.72E-01,3.390942115
8.40E-01,8.72E-01,3.388329123
8.36E-01,8.72E-01,3.373195942
8.36E-01,8.72E-01,3.373195942
8.27E-01,8.31E-01,3.229496416
8.12E-01,8.45E-01,3.220225501
8.36E-01,8.40E-01,3.281611943
8.24E-01,8.40E-01,3.243715892
8.24E-01,8.40E-01,3.243715892
8.24E-01,8.40E-01,3.243715892
8.19E-01,8.40E-01,3.226463045
8.19E-01,8.22E-01,3.178834096
8.19E-01,8.38E-01,3.222819137
8.19E-01,8.38E-01,3.222819137
8.19E-01,8.33E-01,3.208171649
8.19E-01,8.33E-01,3.208171649
8.34E-01,8.33E-01,3.257528305
8.34E-01,8.33E-01,3.257528305
8.34E-01,8.33E-01,3.257528305
8.34E-01,8.57E-01,3.324598881
8.27E-01,8.57E-01,3.301638339
8.06E-01,8.57E-01,3.230912052
8.36E-01,8.57E-01,3.330761657
8.36E-01,8.57E-01,3.330761657
8.36E-01,8.57E-01,3.330761657
8.21E-01,8.57E-01,3.280987692
8.21E-01,8.50E-01,3.26207981
8.24E-01,8.42E-01,3.248564313
8.20E-01,8.42E-01,3.238144417
8.24E-01,8.42E-01,3.248854403
8.18E-01,8.14E-01,3.15522692
8.18E-01,8.14E-01,3.15522692
8.23E-01,8.23E-01,3.196321714
8.23E-01,8.23E-01,3.196321714
8.23E-01,8.23E-01,3.196321714
8.23E-01,8.23E-01,3.196321714
8.23E-01,8.23E-01,3.196321714
8.23E-01,8.35E-01,3.226164432
8.28E-01,8.35E-01,3.241510122
8.28E-01,8.35E-01,3.241510122
8.28E-01,8.35E-01,3.241510122
8.28E-01,8.35E-01,3.241510122
8.23E-01,8.41E-01,3.241491266
8.23E-01,8.72E-01,3.327910222
8.23E-01,8.68E-01,3.317801699
8.23E-01,8.64E-01,3.304935647
8.11E-01,8.64E-01,3.265707867
8.11E-01,8.50E-01,3.226787016
8.02E-01,8.50E-01,3.20018545
7.87E-01,8.81E-01,3.238378168
7.87E-01,8.81E-01,3.238378168
7.87E-01,8.84E-01,3.247891357
7.98E-01,8.84E-01,3.282619962
7.72E-01,8.84E-01,3.199425308
7.74E-01,8.55E-01,3.125337001
7.74E-01,8.57E-01,3.130271752
7.74E-01,8.52E-01,3.116346565
7.74E-01,8.52E-01,3.116346565
7.58E-01,8.76E-01,3.132291171
7.58E-01,9.10E-01,3.227831104
7.58E-01,8.70E-01,3.11397488
7.58E-01,8.66E-01,3.103952967
7.58E-01,8.66E-01,3.103952967
7.57E-01,8.70E-01,3.111844042
7.57E-01,8.88E-01,3.16331295
7.57E-01,8.88E-01,3.16331295
7.57E-01,8.88E-01,3.16331295
7.57E-01,8.88E-01,3.16331295
7.57E-01,8.78E-01,3.134390504
7.57E-01,8.78E-01,3.134390504
7.57E-01,8.78E-01,3.134390504
7.57E-01,8.81E-01,3.142502588
7.57E-01,8.81E-01,3.142502588
7.73E-01,9.00E-01,3.248391332
7.75E-01,8.99E-01,3.252404902
7.75E-01,8.99E-01,3.252404902
7.81E-01,8.99E-01,3.271812025
7.79E-01,8.99E-01,3.267244236
7.81E-01,8.99E-01,3.273013337
7.82E-01,8.99E-01,3.275499005
7.82E-01,8.99E-01,3.275499005
7.65E-01,8.99E-01,3.220137951
7.54E-01,8.74E-01,3.112250672
7.79E-01,8.69E-01,3.178889019
7.79E-01,8.69E-01,3.178889019
7.79E-01,8.69E-01,3.178889019
